flight_id,airline,from_airport,to_airport,departure_time,arrival_time,duration_minutes,price,cabin,stops,available_seats
FL05714,InterJet,PPT,STL,11:20,19:57,517,792,Economy,2,204
FL05715,Gulf Air,VIE,PVG,21:35,08:04,629,4387,Business,1,19
FL05716,IndiGo,DXB,HKG,11:05,22:26,681,4892,Business,0,43
FL05717,JetSMART,ZRH,MAN,11:55,13:22,87,109,Economy,0,16
FL05718,RyanAir,ADL,PVG,04:10,05:48,98,176,Economy,0,22
FL05719,Emirates,FCO,HKG,22:25,23:55,90,81,Economy,0,77
FL05720,Royal Jordanian,CLT,WAW,14:10,01:26,676,3833,Business,1,94
FL05721,WestJet,DAR,ORD,06:55,18:12,677,573,Economy,1,234
FL05722,Royal Air Maroc,PER,KWI,09:25,16:35,430,3270,Business,0,34
FL05723,Alaska Airlines,KTM,VIE,07:50,18:06,616,1062,Economy,0,186
FL05724,Etihad Airways,PUS,BAH,01:15,14:10,775,1604,Premium Economy,0,13
FL05725,Cathay Pacific,SFO,ADD,03:30,17:48,858,757,Economy,1,202
FL05726,Sky Airline,WAW,BUD,06:25,18:04,699,2308,Premium Economy,0,74
FL05727,Middle East Airlines,ATL,PPT,20:15,00:28,253,324,Economy,1,59
FL05728,Malaysia Airlines,ICN,TPA,04:05,15:30,685,2460,Premium Economy,0,205
FL05729,Saudi Airlines,TPE,FRA,18:10,22:40,270,393,Premium Economy,2,118
FL05730,Condor,IST,BLR,00:40,15:06,866,6681,Business,0,236
FL05731,Air India,MUC,CPH,21:35,22:26,51,588,First,0,215
FL05732,EVA Air,MNL,MCO,07:25,15:23,478,2025,Business,1,231
FL05733,Aeroflot,BNE,EZE,14:55,18:49,234,395,Economy,0,250
FL05734,SAS Scandinavian,SZX,YYZ,21:10,01:52,282,1491,Business,0,159
FL05735,Hawaiian Airlines,SEA,KUL,20:25,07:47,682,632,Economy,0,155
FL05736,Eurowings,PEK,SIN,21:25,11:15,830,1340,Economy,1,96
FL05737,WestJet,CPH,BAH,20:05,21:15,70,161,Premium Economy,0,57
FL05738,easyJet,BCN,MXP,12:25,03:09,884,1032,Economy,1,138
FL05739,Jazeera Airways,BKK,CUN,12:30,22:08,578,1067,Economy,1,60
FL05740,Air Seychelles,CEB,KWI,05:00,07:00,120,96,Economy,1,162
FL05741,TAP Air Portugal,CGK,CMN,17:20,02:28,548,3174,Business,0,69
FL05742,Thai Airways,KUL,CGK,22:40,14:01,921,7219,Business,0,48
FL05743,Thai Airways,DEN,YUL,14:35,20:56,381,2249,Business,0,88
FL05744,Cebu Pacific,HEL,CPH,06:10,07:01,51,100,Economy,0,13
FL05745,Air New Zealand,ZRH,PPT,02:00,05:18,198,742,Premium Economy,1,116
FL05746,Wingo,MEX,BAH,10:25,02:15,950,7440,Business,0,54
FL05747,Brussels Airlines,PDX,KUL,19:30,09:23,833,1979,Economy,1,54
FL05748,InterJet,FCO,AMS,11:05,19:48,523,762,Economy,1,136
FL05749,United Airlines,MEX,ATL,13:10,15:36,146,328,Economy,0,93
FL05750,Icelandair,KWI,CUN,11:30,18:13,403,950,Premium Economy,0,244
FL05751,Bamboo Airways,YUL,MRU,23:45,05:41,356,814,Economy,0,76
FL05752,Spirit Airlines,ADL,CGK,13:15,02:53,818,4102,Business,1,181
FL05753,Vistara,MEX,SGN,16:25,02:26,601,5049,First,0,127
FL05754,AirAsia,PHL,PUS,21:25,09:43,738,1213,Economy,1,82
FL05755,China Eastern,ATL,CTS,01:30,10:10,520,5197,First,1,105
FL05756,Etihad Airways,MAN,MCT,18:50,19:40,50,66,Economy,0,215
FL05757,South African Airways,TLV,GMP,09:10,17:09,479,596,Economy,2,127
FL05758,TAROM,MNL,PEK,09:55,17:26,451,1076,Premium Economy,0,243
FL05759,South African Airways,CAN,BCN,05:40,12:45,425,1158,Business,0,106
FL05760,LOT Polish,SEA,PDX,20:50,00:21,211,178,Economy,1,46
FL05761,Malaysia Airlines,AMM,MEX,07:40,08:37,57,62,Economy,0,184
FL05762,SriLankan Airlines,LGW,BUD,04:35,11:47,432,1676,Business,2,24
FL05763,Avianca,ADD,PDX,15:50,18:08,138,294,Premium Economy,0,172
FL05764,Air China,TLV,EDI,17:45,22:36,291,1897,Business,0,57
FL05765,South African Airways,ZRH,TLV,09:45,20:53,668,3987,Business,1,157
FL05766,Lion Air,BNE,DTW,11:50,23:38,708,1288,Economy,0,34
FL05767,Japan Airlines,AUS,DAR,00:45,13:19,754,659,Economy,1,127
FL05768,Aeromexico,JNB,SAN,03:05,08:44,339,2515,Business,0,53
FL05769,Garuda Indonesia,ANC,SIN,22:05,13:41,936,1334,Premium Economy,1,72
FL05770,Icelandair,DAR,CAN,19:50,04:18,508,3785,Business,2,15
FL05771,China Airlines,HKG,CEB,16:15,21:28,313,735,Economy,2,91
FL05772,Cathay Pacific,DUB,YUL,09:10,10:12,62,120,Economy,1,208
FL05773,Pegasus Airlines,MAA,GIG,13:25,18:47,322,910,Premium Economy,1,140
FL05774,Finnair,PHX,MEX,22:25,04:28,363,364,Economy,2,30
FL05775,flydubai,PVG,PTY,14:35,15:22,47,116,Economy,1,212
FL05776,Middle East Airlines,KTM,HKG,21:30,08:16,646,819,Economy,0,93
FL05777,Wingo,AUH,YUL,17:15,00:28,433,1552,Premium Economy,0,198
FL05778,Vueling,CEB,CGK,15:35,04:54,799,3971,First,1,158
FL05779,Vistara,DFW,DEN,21:05,11:50,885,2033,Premium Economy,1,171
FL05780,Saudi Airlines,HEL,HKG,16:50,20:37,227,1193,Business,0,2
FL05781,China Southern,YUL,LIS,21:10,22:22,72,544,Business,0,66
FL05782,AirAsia,CGK,TPE,15:15,04:00,765,951,Economy,0,49
FL05783,Alaska Airlines,KWI,ANC,11:45,03:17,932,1556,Economy,1,151
FL05784,TAROM,BLR,OSL,15:55,01:41,586,1542,Premium Economy,0,143
FL05785,Air Seychelles,MAA,ATL,15:45,22:03,378,866,Economy,2,53
FL05786,Copa Airlines,LIM,DOH,08:05,19:34,689,1611,Economy,0,119
FL05787,Ethiopian Airlines,AUH,MIA,19:30,00:20,290,564,Premium Economy,0,194
FL05788,JetBlue Airways,ICN,BNE,05:10,18:29,799,1131,Premium Economy,1,36
FL05789,SAS Scandinavian,GRU,BKK,09:50,00:28,878,1771,Economy,2,28
FL05790,Vistara,SUV,AUH,18:25,03:17,532,1683,Business,1,205
FL05791,El Al,SVO,SEA,19:45,20:47,62,163,Business,0,161
FL05792,United Airlines,GIG,ADD,03:35,05:04,89,178,Economy,0,199
FL05793,WestJet,LIS,DOH,21:20,01:39,259,320,Economy,0,227
FL05794,Air Serbia,SYD,BAH,18:10,00:35,385,1232,Premium Economy,1,127
FL05795,Aeroflot,LIS,OSL,07:30,16:47,557,960,Premium Economy,0,20
FL05796,China Airlines,AMM,IAD,22:35,09:51,676,5615,First,0,73
FL05797,Japan Airlines,KIX,MEX,14:00,01:34,694,618,Economy,0,131
FL05798,Air New Zealand,SFO,JED,14:50,22:01,431,661,Economy,1,162
FL05799,Shenzhen Airlines,MCT,MXP,18:10,20:54,164,342,Economy,0,185
FL05800,Icelandair,AMM,PEK,03:15,08:37,322,1270,Business,1,138
FL05801,Lion Air,MRU,SIN,18:05,09:12,907,1998,Economy,0,240
FL05802,Copa Airlines,WAW,MNL,23:45,05:14,329,1078,Premium Economy,0,90
FL05803,Swiss International,ADD,STL,01:20,10:26,546,1070,Premium Economy,2,32
FL05804,China Eastern,JED,IAH,18:20,05:05,645,518,Economy,0,98
FL05805,Azul Airlines,MRU,AUH,09:30,22:05,755,1632,Economy,1,132
FL05806,Air Serbia,BNE,SVO,10:10,22:55,765,1766,Economy,1,136
FL05807,Hainan Airlines,SZX,NBO,00:40,11:50,670,797,Economy,0,60
FL05808,Philippine Airlines,BLR,AUS,02:15,13:10,655,633,Economy,1,179
FL05809,Avianca,ADL,BAH,19:15,04:19,544,1412,Premium Economy,2,33
FL05810,China Eastern,CLT,LAX,04:10,09:18,308,306,Economy,2,248
FL05811,Wizz Air,DXB,PTY,08:05,12:00,235,484,Premium Economy,0,58
FL05812,Air France,TPA,MIA,02:45,11:44,539,747,Economy,2,12
FL05813,WestJet,BKK,MSP,19:45,06:00,615,1186,Economy,1,125
FL05814,Hawaiian Airlines,TPA,FCO,05:05,05:50,45,418,First,1,48
FL05815,China Southern,SAN,CGK,17:10,01:00,470,1808,Premium Economy,0,22
FL05816,Korean Air,MAN,DPS,17:40,00:19,399,2681,Business,0,176
FL05817,Korean Air,HYD,LAX,19:45,01:06,321,1136,Business,0,209
FL05818,Virgin Atlantic,MUC,STN,00:30,05:36,306,1097,Business,1,150
FL05819,JetBlue Airways,ACC,MCT,06:15,11:50,335,1884,Business,0,25
FL05820,Aer Lingus,PHX,ORD,01:45,14:01,736,1769,Economy,0,37
FL05821,Aer Lingus,EDI,BOG,01:00,12:12,672,7007,First,1,247
FL05822,Malaysia Airlines,SAN,LIS,07:10,12:55,345,656,Economy,0,132
FL05823,SAS Scandinavian,ADL,YUL,16:15,07:19,904,1603,Economy,0,124
FL05824,Japan Airlines,ATL,DEN,05:25,14:37,552,5621,First,1,150
FL05825,KLM,DTW,DEL,03:45,13:05,560,1243,Economy,1,120
FL05826,Iberia,YYZ,MAN,11:10,12:33,83,204,Premium Economy,0,160
FL05827,Swiss International,DEL,MNL,17:15,19:27,132,400,Business,0,118
FL05828,Cebu Pacific,PER,CHC,13:30,20:21,411,925,Economy,0,27
FL05829,Air China,PVG,BKK,00:10,08:52,522,805,Economy,0,170
FL05830,Korean Air,ORD,BCN,10:35,17:36,421,402,Economy,2,4
FL05831,SpiceJet,MAD,TPE,11:35,03:01,926,3942,Business,1,238
FL05832,Vietnam Airlines,AUS,MUC,14:50,05:31,881,1894,Economy,1,139
FL05833,South African Airways,ATH,CGK,12:15,03:41,926,815,Economy,0,44
FL05834,JetBlue Airways,DEL,EWR,15:10,21:33,383,843,Economy,0,152
FL05835,Aegean Airlines,NRT,PTY,01:10,08:24,434,1468,Business,0,92
FL05836,Volaris,HND,TPE,09:40,22:45,785,1872,Economy,1,40
FL05837,Finnair,IAD,EWR,12:25,03:06,881,1836,Economy,1,126
FL05838,JetSMART,DAC,BCN,19:05,00:54,349,499,Economy,1,243
FL05839,Shenzhen Airlines,BKK,PTY,11:55,03:13,918,2122,Economy,0,238
FL05840,Delta Air Lines,PTY,CLT,08:30,16:29,479,4130,First,0,216
FL05841,SpiceJet,ORD,YVR,15:30,17:30,120,1078,First,0,150
FL05842,JetSMART,CDG,MAN,10:10,23:49,819,854,Economy,1,43
FL05843,Bamboo Airways,PEK,CEB,08:10,15:10,420,1734,Business,0,13
FL05844,Air Canada,DAC,DUB,19:50,03:22,452,392,Economy,1,74
FL05845,Etihad Airways,PPT,BCN,01:05,07:46,401,579,Economy,0,227
FL05846,Cathay Pacific,DPS,GIG,23:50,13:03,793,1912,Economy,0,207
FL05847,Emirates,GRU,WAW,00:50,14:14,804,1000,Economy,2,119
FL05848,Vietnam Airlines,SYD,PUS,16:15,22:46,391,663,Economy,1,228
FL05849,Brussels Airlines,HAN,WLG,07:30,12:42,312,2304,First,1,114
FL05850,Cebu Pacific,CMB,IAH,22:35,03:46,311,510,Premium Economy,1,236
FL05851,TAROM,YYZ,KUL,09:15,16:33,438,2384,Business,1,83
FL05852,AirAsia,KIX,WAW,21:40,04:00,380,1886,First,1,235
FL05853,Sky Airline,MCO,DTW,05:25,10:08,283,253,Economy,0,85
FL05854,Oman Air,JFK,KIX,19:20,02:27,427,672,Premium Economy,1,229
FL05855,Sky Airline,BCN,EWR,15:05,02:51,706,1421,Economy,1,151
FL05856,Czech Airlines,IAD,PDX,14:05,15:10,65,148,Economy,0,186
FL05857,JetBlue Airways,DPS,TPE,17:35,00:19,404,633,Economy,0,208
FL05858,Garuda Indonesia,GRU,ICN,12:05,16:36,271,1699,Business,0,73
FL05859,Gol Airlines,CMN,CTS,03:45,12:43,538,1836,Business,1,248
FL05860,Condor,STN,AKL,13:35,19:55,380,646,Economy,0,145
FL05861,Fiji Airways,BCN,IAD,23:40,15:38,958,5532,Business,0,245
FL05862,ANA,HYD,TPA,01:15,14:03,768,3990,Business,1,25
FL05863,flydubai,BUD,GMP,17:35,02:27,532,1836,Premium Economy,0,55
FL05864,Sky Airline,JED,PUS,04:35,11:13,398,1168,Premium Economy,0,105
FL05865,Air France,PVG,BLR,12:50,23:58,668,1570,Economy,2,120
FL05866,Emirates,SVO,BKK,14:00,15:49,109,291,Premium Economy,0,161
FL05867,Croatia Airlines,CTU,KTM,17:00,00:11,431,1321,Business,0,86
FL05868,Air France,OSL,TPA,01:00,03:27,147,119,Economy,0,35
FL05869,United Airlines,DFW,IST,17:15,08:54,939,7401,Business,1,81
FL05870,Qantas,DOH,HND,02:40,04:34,114,1281,First,0,202
FL05871,Emirates,ATH,CAI,14:30,01:45,675,3628,Business,1,16
FL05872,Azul Airlines,ICN,CAI,02:05,16:20,855,2961,Premium Economy,1,108
FL05873,Philippine Airlines,ZRH,CUN,04:25,07:04,159,280,Economy,0,34
FL05874,Aer Lingus,TLV,CHC,13:35,16:49,194,190,Economy,1,124
FL05875,Wingo,AMS,IAD,09:45,17:09,444,593,Economy,0,40
FL05876,Air Mauritius,EDI,EWR,16:50,07:06,856,891,Economy,0,204
FL05877,LOT Polish,BUD,PVG,11:45,02:47,902,3536,Premium Economy,0,225
FL05878,Swiss International,YUL,ADD,20:10,04:03,473,3030,First,2,45
FL05879,Condor,ZRH,IST,10:20,19:40,560,869,Economy,2,216
FL05880,Emirates,SCL,IAD,12:05,00:36,751,864,Economy,2,33
FL05881,Thai Airways,CDG,MUC,13:35,21:35,480,3398,Business,1,118
FL05882,easyJet,MAN,CPT,05:40,19:08,808,4217,Business,0,233
FL05883,Air France,SCL,SYD,09:45,17:52,487,3190,First,1,234
FL05884,IndiGo,TPE,PUS,13:10,23:36,626,2889,Business,1,242
FL05885,China Airlines,PHL,CMN,20:00,01:08,308,1057,Premium Economy,0,106
FL05886,LATAM Airlines,NBO,MRU,10:50,20:09,559,6891,First,1,232
FL05887,Air Arabia,CTS,KWI,03:15,15:44,749,1637,Economy,1,28
FL05888,LATAM Airlines,KWI,BOG,16:55,03:35,640,742,Economy,2,133
FL05889,Swiss International,PDX,MAD,05:35,19:25,830,6578,First,2,65
FL05890,Kenya Airways,SVO,ORD,19:20,03:23,483,3043,Business,0,70
FL05891,TAROM,SYD,EZE,00:10,11:53,703,682,Economy,0,98
FL05892,Aegean Airlines,PUS,MRU,18:20,01:12,412,3068,Business,0,141
FL05893,Virgin Atlantic,MEX,MAD,09:25,22:30,785,5247,First,0,106
FL05894,Air Baltic,YYZ,DFW,19:55,09:43,828,3990,Business,0,123
FL05895,EVA Air,DPS,JNB,04:50,05:40,50,671,First,1,215
FL05896,Alaska Airlines,DXB,CAI,20:35,08:14,699,1030,Economy,1,19
FL05897,Royal Air Maroc,CGK,TPA,03:20,19:02,942,4928,First,2,91
FL05898,Austrian Airlines,JED,KTM,11:15,22:24,669,846,Economy,1,28
FL05899,Air Seychelles,MNL,PDX,10:00,20:35,635,7397,First,0,229
FL05900,Singapore Airlines,IAH,CGK,14:55,02:00,665,1383,Economy,1,30
FL05901,British Airways,DPS,MEL,19:40,10:34,894,1368,Premium Economy,0,148
FL05902,Hawaiian Airlines,BUD,ADD,04:35,13:39,544,643,Economy,1,173
FL05903,IndiGo,DAC,AMM,04:35,16:18,703,1689,Premium Economy,0,2
FL05904,Alaska Airlines,MEX,KTM,12:35,20:27,472,5324,First,1,25
FL05905,Aeromexico,MAA,CMN,01:35,08:07,392,465,Economy,0,221
FL05906,Gol Airlines,AUS,BOM,05:30,18:33,783,1817,Economy,0,56
FL05907,El Al,HKG,DAC,08:55,16:10,435,5527,First,0,50
FL05908,TAROM,CHC,LIM,23:05,06:52,467,1228,Premium Economy,1,34
FL05909,KLM,LOS,CMN,09:50,18:40,530,657,Economy,1,149
FL05910,Czech Airlines,SVO,SUV,16:45,01:45,540,1167,Economy,0,78
FL05911,Garuda Indonesia,AMM,SAN,18:40,22:27,227,404,Premium Economy,1,87
FL05912,Lufthansa,KWI,ADD,08:10,11:00,170,454,Business,0,162
FL05913,Malaysia Airlines,XIY,ATL,15:35,01:19,584,2515,Business,0,53
FL05914,Oman Air,NRT,KWI,17:30,00:48,438,3344,Business,2,110
FL05915,WestJet,CUN,MAD,07:55,22:55,900,1171,Premium Economy,1,160
FL05916,Air Serbia,ORD,KWI,06:45,13:12,387,875,Economy,0,163
FL05917,Jazeera Airways,DPS,XIY,15:50,05:19,809,947,Economy,0,91
FL05918,China Eastern,EWR,CMN,15:00,17:50,170,318,Premium Economy,0,208
FL05919,Oman Air,IST,MEL,15:15,03:23,728,837,Economy,1,105
FL05920,Garuda Indonesia,SEA,ADD,03:25,05:38,133,292,Premium Economy,0,79
FL05921,Vietnam Airlines,BCN,PER,14:05,18:46,281,379,Economy,1,155
FL05922,SriLankan Airlines,MAD,SGN,21:45,23:55,130,488,Premium Economy,1,200
FL05923,LOT Polish,MAN,MEX,23:35,03:58,263,483,Economy,1,50
FL05924,Saudi Airlines,LIM,LAX,04:00,15:44,704,1280,Economy,0,140
FL05925,Philippine Airlines,HNL,AUS,21:55,06:43,528,854,Economy,0,56
FL05926,InterJet,CTU,CLT,22:45,07:00,495,1120,Economy,1,90
FL05927,Hainan Airlines,HND,TPE,03:50,15:32,702,1142,Premium Economy,1,80
FL05928,Garuda Indonesia,CTU,TLV,09:05,17:00,475,1952,Business,0,52
FL05929,Cathay Pacific,AUH,BLR,20:55,06:54,599,802,Economy,2,43
FL05930,Korean Air,CAN,ORD,12:55,01:29,754,2310,Premium Economy,0,62
FL05931,United Airlines,CTS,ARN,11:55,14:45,170,294,Economy,1,37
FL05932,Wingo,MAA,MSP,02:15,14:51,756,1755,Economy,2,188
FL05933,Japan Airlines,CPH,CLT,09:40,15:21,341,1067,Premium Economy,2,78
FL05934,Emirates,BOG,HKG,09:25,00:04,879,1712,Economy,2,115
FL05935,Iberia,SUV,BNA,09:30,00:16,886,1975,Economy,2,88
FL05936,Spirit Airlines,AUH,WLG,07:15,20:55,820,899,Economy,0,219
FL05937,Alaska Airlines,OSL,DTW,14:55,21:41,406,644,Economy,0,97
FL05938,flydubai,KIX,KUL,05:25,06:33,68,588,First,1,109
FL05939,Shenzhen Airlines,MSP,PEK,21:25,22:29,64,171,Premium Economy,0,37
FL05940,KLM,MSP,BOM,19:30,02:36,426,591,Economy,1,53
FL05941,Olympic Air,DEN,TPE,15:20,06:51,931,5027,First,1,16
FL05942,Qatar Airways,GRU,DUB,08:15,18:42,627,1545,Premium Economy,0,216
FL05943,AirAsia,FCO,ACC,12:00,12:52,52,160,Business,0,168
FL05944,RyanAir,IAD,JFK,12:50,17:16,266,452,Economy,0,151
FL05945,Royal Air Maroc,MAD,MIA,03:40,14:31,651,1157,Economy,0,215
FL05946,EVA Air,JED,RDU,13:25,14:12,47,50,Economy,0,18
FL05947,flydubai,STL,CEB,00:05,09:33,568,485,Economy,1,182
FL05948,Croatia Airlines,CLT,ACC,13:10,19:08,358,649,Economy,0,32
FL05949,RyanAir,LIS,YUL,12:30,19:00,390,838,Economy,0,242
FL05950,ANA,SUV,LIM,19:35,01:16,341,602,Economy,0,83
FL05951,Royal Jordanian,SFO,SUV,05:25,12:00,395,4015,First,2,108
FL05952,Cathay Pacific,DPS,MEL,04:25,12:37,492,3273,Business,1,198
FL05953,Shenzhen Airlines,MCT,CAI,03:35,07:13,218,348,Economy,1,64
FL05954,American Airlines,SCL,GMP,23:15,04:54,339,545,Premium Economy,1,6
FL05955,Azul Airlines,EZE,LIM,22:35,04:38,363,902,Economy,0,162
FL05956,Finnair,CHC,CLT,20:55,02:42,347,530,Economy,0,181
FL05957,Malaysia Airlines,HEL,SEA,15:15,02:29,674,2659,Premium Economy,1,27
FL05958,Finnair,ORD,TLV,15:35,21:06,331,1163,Premium Economy,1,89
FL05959,Air Malta,KUL,MAD,02:15,08:17,362,759,Economy,0,13
FL05960,Jazeera Airways,PUS,DAR,18:30,07:01,751,1552,Economy,1,202
FL05961,Royal Air Maroc,ATH,ADD,02:15,08:15,360,1091,Business,0,61
FL05962,Cathay Pacific,ARN,BUD,11:35,02:26,891,2071,Economy,1,185
FL05963,Hainan Airlines,IAH,HNL,05:55,19:51,836,729,Economy,1,127
FL05964,EVA Air,PVG,MUC,12:35,03:55,920,1799,Economy,1,79
FL05965,Air Serbia,DOH,NRT,21:40,02:42,302,1104,Business,0,31
FL05966,Fiji Airways,CAI,GIG,00:15,12:27,732,1726,Economy,0,159
FL05967,Air Serbia,OSL,AMM,05:35,18:53,798,5011,Business,2,124
FL05968,Wingo,BOG,DEN,01:15,03:21,126,1336,First,0,101
FL05969,SriLankan Airlines,LGW,PHL,16:20,01:11,531,884,Economy,1,183
FL05970,Aeroflot,STL,JNB,20:55,10:02,787,4118,Business,1,91
FL05971,Japan Airlines,STL,RDU,19:05,03:39,514,1212,Economy,1,75
FL05972,Brussels Airlines,PUS,BNE,01:30,12:18,648,4153,Business,2,204
FL05973,Korean Air,LIS,HAN,20:55,10:59,844,1731,Economy,0,34
FL05974,IndiGo,PER,CTU,13:40,01:41,721,2849,Premium Economy,1,77
FL05975,Singapore Airlines,MIA,FRA,12:25,14:11,106,200,Economy,1,224
FL05976,Avianca,ACC,SFO,08:10,09:35,85,174,Economy,1,95
FL05977,Frontier Airlines,DOH,LIS,18:20,05:19,659,945,Economy,1,63
FL05978,Lufthansa,PUS,AKL,20:50,07:15,625,1078,Premium Economy,1,122
FL05979,Air Malta,BKK,JNB,16:30,02:30,600,933,Economy,0,177
FL05980,Ethiopian Airlines,IAH,GMP,03:50,19:12,922,1045,Economy,0,82
FL05981,Gol Airlines,KIX,BNE,03:25,16:48,803,2915,Business,1,131
FL05982,Philippine Airlines,EZE,JNB,20:45,12:18,933,5360,Business,2,62
FL05983,KLM,MEL,CUN,10:45,12:13,88,117,Economy,1,7
FL05984,Thai Airways,MEX,MAN,14:00,18:25,265,2167,First,0,226
FL05985,Air Seychelles,OSL,SUV,02:15,08:06,351,768,Economy,0,16
FL05986,Qantas,SVO,CLT,18:35,10:12,937,6608,Business,0,19
FL05987,EVA Air,RDU,BNA,21:55,11:04,789,6086,Business,1,246
FL05988,British Airways,CUN,AUH,15:10,00:22,552,4089,Business,1,34
FL05989,Cathay Pacific,BOM,BAH,10:00,23:14,794,10417,First,1,107
FL05990,Hawaiian Airlines,MUC,BOM,21:00,09:03,723,1643,Economy,2,150
FL05991,Starlux Airlines,CAN,BOM,22:50,10:23,693,5115,First,1,100
FL05992,Cathay Pacific,YUL,NAN,15:00,22:59,479,640,Economy,1,230
FL05993,Saudi Airlines,DTW,CHC,06:35,16:03,568,813,Economy,1,118
FL05994,Qantas,DOH,PDX,18:45,05:14,629,1537,Economy,2,167
FL05995,Hainan Airlines,MAA,PER,15:00,03:06,726,5264,Business,2,163
FL05996,Air New Zealand,LHR,DXB,14:45,06:12,927,1409,Economy,0,70
FL05997,Southwest Airlines,CPT,MCT,09:15,10:00,45,89,Economy,0,155
FL05998,Icelandair,ADL,WLG,13:20,21:18,478,3558,Business,0,144
FL05999,Condor,CPT,MAA,17:30,03:30,600,3641,Business,2,77
FL06000,EVA Air,PPT,DUB,22:10,23:02,52,192,Business,0,42
FL06001,South African Airways,DAC,KIX,20:50,01:06,256,409,Economy,0,188
FL06002,Volaris,SUV,DPS,10:35,23:22,767,4857,Business,0,83
FL06003,AirAsia,MXP,JFK,23:30,05:09,339,389,Economy,2,28
FL06004,Austrian Airlines,BCN,DFW,14:25,15:29,64,79,Economy,0,107
FL06005,Aegean Airlines,SZX,CPT,11:55,01:38,823,662,Economy,0,231
FL06006,Air Serbia,LOS,DPS,14:15,16:40,145,297,Premium Economy,0,168
FL06007,Swiss International,ANC,CUN,08:35,16:48,493,2409,Business,0,142
FL06008,Turkish Airlines,BOS,WLG,02:00,03:35,95,99,Economy,0,197
FL06009,Malaysia Airlines,MSP,DUB,20:45,01:35,290,841,Premium Economy,1,156
FL06010,Condor,RDU,OSL,20:15,09:53,818,5632,Business,1,62
FL06011,Air Seychelles,CHC,BOG,14:30,00:42,612,1022,Economy,1,203
FL06012,Aeroflot,XIY,BOS,14:15,00:30,615,2243,Premium Economy,1,137
FL06013,Aeroflot,RUH,DAC,04:15,10:40,385,332,Economy,1,162
FL06014,Pegasus Airlines,MUC,RDU,07:55,19:26,691,5362,First,0,154
FL06015,easyJet,SIN,DAC,19:30,20:46,76,146,Economy,1,237
FL06016,Bamboo Airways,SVO,CUN,19:55,02:39,404,1991,First,0,39
FL06017,Condor,IAD,CTS,05:40,07:55,135,502,Premium Economy,0,112
FL06018,JetSMART,TPA,PHX,13:35,01:46,731,4700,Business,1,123
FL06019,EVA Air,DEL,BNE,20:45,04:58,493,616,Economy,1,243
FL06020,British Airways,ZRH,MAD,22:35,04:07,332,289,Economy,0,249
FL06021,Shenzhen Airlines,WAW,SFO,22:15,03:07,292,308,Economy,2,177
FL06022,JetBlue Airways,BNA,ADL,03:40,13:34,594,751,Economy,1,157
FL06023,Japan Airlines,CTS,SZX,18:20,19:26,66,97,Economy,1,248
FL06024,Avianca,BNA,GRU,06:45,16:53,608,846,Economy,1,206
FL06025,British Airways,CTU,DAR,04:40,16:58,738,1477,Economy,2,130
FL06026,Lufthansa,HAN,LHR,18:40,02:44,484,1190,Premium Economy,1,179
FL06027,Brussels Airlines,YYZ,ATH,10:55,11:56,61,464,Business,0,68
FL06028,South African Airways,HKG,CMN,23:15,05:53,398,2579,Business,0,69
FL06029,InterJet,LIS,STN,12:20,23:38,678,1194,Economy,0,15
FL06030,Air Seychelles,PPT,ADL,19:50,04:10,500,4334,First,0,36
FL06031,Hainan Airlines,MSP,CPT,02:25,07:17,292,1123,Business,0,37
FL06032,Virgin Atlantic,ADL,LHR,11:55,13:41,106,239,Economy,0,107
FL06033,Jazeera Airways,BNA,PHL,17:55,19:19,84,312,Premium Economy,0,91
FL06034,Eurowings,CPH,DAC,00:05,08:15,490,1313,Premium Economy,2,39
FL06035,Czech Airlines,HND,ADL,01:00,08:37,457,2688,Business,1,158
FL06036,China Eastern,BOM,SGN,11:45,16:14,269,977,Premium Economy,1,40
FL06037,LATAM Airlines,SEA,PRG,13:25,17:17,232,269,Economy,0,77
FL06038,Air Malta,CMN,MAN,19:45,06:18,633,908,Economy,0,114
FL06039,Spirit Airlines,XIY,BOG,07:40,09:46,126,924,First,0,150
FL06040,Qatar Airways,ICN,NAN,21:50,11:37,827,1273,Economy,0,16
FL06041,Wingo,CDG,DTW,03:50,17:59,849,771,Economy,0,218
FL06042,Air France,PPT,SVO,16:50,19:30,160,464,Business,0,6
FL06043,Wizz Air,DAC,ZRH,08:25,11:25,180,310,Economy,1,206
FL06044,South African Airways,CTU,DEN,07:00,21:04,844,2552,Premium Economy,1,14
FL06045,ANA,CEB,SEA,01:25,08:42,437,1585,Premium Economy,0,48
FL06046,Austrian Airlines,JED,DOH,01:20,14:03,763,2489,Premium Economy,0,135
FL06047,Avianca,HNL,MRU,17:05,03:11,606,2379,Premium Economy,0,3
FL06048,China Southern,CPH,MSP,14:05,01:27,682,7914,First,2,164
FL06049,LATAM Airlines,BKK,CMB,09:40,18:28,528,728,Premium Economy,0,39
FL06050,Volaris,LIS,HKG,01:25,08:51,446,6116,First,0,79
FL06051,Thai Airways,DUB,SZX,03:10,18:15,905,2092,Economy,1,199
FL06052,KLM,BCN,AMM,20:25,11:50,925,1331,Economy,2,216
FL06053,Aeroflot,CEB,HKG,16:25,04:09,704,1614,Premium Economy,1,84
FL06054,Sky Airline,PPT,MXP,22:15,08:57,642,618,Economy,1,124
